Movie_ID,Title,Genre,Release_Year,Duration,Rating,IMDb_Rating,Votes,Director,Country,Language,Budget,Revenue,Date_Added,Age_Rating,Cast,Production_House
NF7072,Zack Snyder'S Justice League,Comedy,2003,182,7.2,6.2,1502857,Darren Aronofsky,Germany,German,197635805.0,872098675.0,2021-01-19,G,,Legendary Pictures
NF7615,Moonlight,Adventure,1994,178,4.1,9.0,1662499,Patty Jenkins,United Kingdom,Italian,232854337.0,369162796.0,2023-09-11,NR,"Florence Pugh, Cate Blanchett",Focus Features
NF9568,Whiplash,Animation,2014,104,7.6,6.2,1549436,Spike Lee,Germany,Spanish,245519413.0,1204920220.0,2018-05-15,G,"Julia Roberts, Scarlett Johansson, Margot Robbie",Blumhouse Productions
NF7237,Mank,Animation,2000,78,5.6,4.8,29125,Jane Campion,Italy,Spanish,143645932.0,145548438.0,2020-10-12,TV-MA,"Margot Robbie, Ana de Armas, Natalie Portman, Pedro Pascal",Netflix Originals
NF6008,Zack Snyder'S Justice League,Horror,2023,196,6.1,5.3,1491183,Billy Wilder,United States,English,143828682.0,1376008694.0,2019-10-03,TV-14,"Tom Hanks, Denzel Washington",Warner Bros.
NF7062,Roma,Animation,1991,121,6.4,8.4,949642,Greta Gerwig,Italy,Korean,624215.0,848851560.0,2020-02-20,G,"Jodie Foster, Scarlett Johansson, Margot Robbie",DC Films
NF7432,Se7En,Action,2022,173,6.1,6.2,431239,Bong Joon-ho,India,German,15094179.0,493613314.0,2024-05-07,NC-17,"Will Smith, Julia Roberts",Netflix Originals
NF7354,Boys State,Crime,1994,158,5.2,9.1,48000,Denis Villeneuve,France,Korean,,595348499.0,2023-04-02,R,"Zendaya, Pedro Pascal",New Line Cinema
NF5179,Shang-Chi And The Legend Of The Ten Rings,Sci-Fi,1998,91,6.6,9.6,273632,Jane Campion,United States,French,199809546.0,1906920721.0,2016-11-15,NC-17,"Ryan Reynolds, Natalie Portman, Julia Roberts",Walt Disney Pictures
NF7885,The Conjuring The Devil Made Me Do It,Sci-Fi,2007,137,9.0,8.5,1996394,Kathryn Bigelow,France,Spanish,,1495415830.0,2017-07-21,R,"Meryl Streep, Zendaya, Al Pacino",DreamWorks Animation
NF4780,Parasite,Drama,1992,195,4.7,3.3,1545652,Ryan Coogler,Germany,Japanese,211335394.0,495011720.0,2019-09-09,NC-17,"Meryl Streep, Jodie Foster, Robert De Niro",DreamWorks Animation
NF6419,Fight Club,Animation,2017,90,9.2,5.5,544048,Wes Anderson,Germany,French,146002688.0,103303607.0,2018-05-06,TV-14,"Al Pacino, Meryl Streep",Netflix Originals
NF2162,Red Notice,Thriller,2002,146,8.7,8.8,1277126,Christopher Nolan,Italy,Japanese,143990858.0,276418416.0,2018-06-03,G,"Pedro Pascal, Zendaya, Natalie Portman, Cate Blanchett",Focus Features
NF4747,Cruella,Comedy,1998,76,5.7,6.2,1455129,Darren Aronofsky,United Kingdom,Italian,150094129.0,143849447.0,2016-02-09,TV-MA,"Timothée Chalamet, Chris Evans, Al Pacino",20th Century Studios
NF2084,In The Heights,Romance,1990,185,6.6,7.5,1825668,Peter Jackson,Japan,Hindi,53232193.0,1910735956.0,2019-12-03,G,"Lupita Nyong'o, Chris Evans",20th Century Studios
NF6444,The Revenant,Comedy,1992,169,6.8,5.0,972925,Sam Raimi,Japan,Hindi,125939107.0,,2018-07-26,G,"Ana de Armas, Leonardo DiCaprio, Cate Blanchett",Amazon Studios
NF5214,Malignant,Drama,2009,105,9.4,3.2,66070,Chloé Zhao,India,Japanese,1360734.0,1423875828.0,2015-07-22,TV-MA,"Robert De Niro, Denzel Washington, Brad Pitt, Pedro Pascal",
NF1229,The Humans,Horror,2006,73,6.5,5.6,1288714,Kathryn Bigelow,South Korea,Japanese,85351259.0,1426004717.0,2019-09-03,TV-14,"Ana de Armas, Julia Roberts, Denzel Washington",20th Century Studios
NF9962,Home Sweet Home Alone,Fantasy,2017,72,8.9,4.8,1434106,,France,Hindi,216974153.0,1193556707.0,2023-03-14,R,"Michael B. Jordan, Meryl Streep, Ana de Armas",DC Films
NF4172,1917,Documentary,2020,183,4.2,6.2,1076202,David Lynch,France,Spanish,92546603.0,17455621.0,2023-10-22,G,"Denzel Washington, Florence Pugh",Netflix Originals
NF6642,Vice,Thriller,2009,71,4.0,6.2,1101025,Rian Johnson,Japan,Spanish,189491230.0,,2022-03-17,TV-PG,"Will Smith, Julia Roberts, Sandra Bullock, Denzel Washington",Netflix Originals
NF2094,Bridgerton,Comedy,2005,170,6.2,8.7,1990402,Francis Ford Coppola,Japan,French,38727472.0,1633442989.0,2020-01-21,NC-17,"Angelina Jolie, Pedro Pascal, Scarlett Johansson, Adam Driver",Walt Disney Pictures
NF4371,Green Book,Animation,2007,141,8.6,7.7,1501059,Coen Brothers,Germany,German,,1593939739.0,2020-09-27,G,"Oscar Isaac, Cate Blanchett, Margot Robbie, Denzel Washington",Netflix Originals
NF6451,The Kissing Booth 3,Fantasy,1997,147,6.6,6.2,401680,David Lynch,United States,Japanese,124920892.0,853702481.0,2020-08-05,TV-14,"Natalie Portman, Julia Roberts, Leonardo DiCaprio, Jodie Foster",DC Films
NF7402,Tick Tick Boom,Fantasy,2001,170,4.2,9.7,1814424,Coen Brothers,United States,Japanese,109470003.0,615326162.0,2015-06-08,PG-13,"Jodie Foster, Robert De Niro, Zendaya",Apple TV+
NF9739,The Starling,Animation,2021,145,5.5,9.5,1024666,Alfred Hitchcock,India,Hindi,24810304.0,,2015-11-18,NR,"Michael B. Jordan, Viola Davis, Will Smith, Ryan Reynolds",HBO Films
NF5983,The One And Only Ivan,Documentary,2000,191,5.5,8.3,531340,Stanley Kubrick,Japan,Japanese,,640613145.0,2024-12-24,NR,"Michael B. Jordan, Timothée Chalamet",Pixar Animation Studios
NF7287,Fear Street Part Two 1978,Sci-Fi,2012,195,9.3,3.6,193140,James Cameron,United Kingdom,Japanese,126471257.0,,2019-09-25,TV-PG,,Columbia Pictures
NF7273,The Trial Of The Chicago 7,Adventure,2004,87,9.5,3.8,1689528,Martin Scorsese,United States,German,155438152.0,1953954412.0,2015-11-05,TV-MA,"Natalie Portman, Chris Evans, Viola Davis",Apple TV+
NF4389,The Departed,Thriller,2015,137,9.1,9.7,178517,Christopher Nolan,Germany,French,213418572.0,624077587.0,2015-06-27,PG,,Amazon Studios
NF6555,The Unforgivable,Thriller,2014,196,4.6,4.1,1352472,Rian Johnson,Germany,Korean,177492545.0,1178056552.0,2020-09-24,G,"Angelina Jolie, Timothée Chalamet, Morgan Freeman",Lionsgate
NF1785,Army Of Thieves,Documentary,2013,180,4.4,5.0,266027,Stanley Kubrick,United Kingdom,English,,1365243458.0,2024-02-10,PG,"Robert De Niro, Dwayne Johnson, Will Smith, Zendaya",Apple TV+
NF1138,Fear Street Part Two 1978,Documentary,2024,84,8.1,7.6,1024666,Spike Lee,Italy,Italian,84702398.0,1666414986.0,2021-11-13,TV-14,"Dwayne Johnson, Robert De Niro, Florence Pugh, Al Pacino",20th Century Studios
NF9894,I Care A Lot,Thriller,2013,199,5.3,5.7,22048,Paul Thomas Anderson,United Kingdom,Korean,41712670.0,861962336.0,2022-02-09,NR,"Angelina Jolie, Ana de Armas, Leonardo DiCaprio",Universal Pictures
NF1855,Shang-Chi And The Legend Of The Ten Rings,Documentary,2007,108,6.5,8.6,749199,Peter Jackson,Germany,Italian,133072354.0,915675620.0,2018-04-23,PG-13,"Viola Davis, Angelina Jolie",DC Films
NF3397,Bridgerton,Action,2004,166,4.7,9.0,1692078,Kathryn Bigelow,South Korea,Hindi,241171242.0,,2020-06-07,NR,,DreamWorks Animation
NF8822,Knives Out,Romance,2000,137,8.3,4.7,238622,Guillermo del Toro,Japan,German,33308316.0,1225422874.0,2017-03-05,PG,"Ana de Armas, Florence Pugh, Charlize Theron",Warner Bros.
NF3956,Inception,Drama,2009,184,7.8,3.3,739470,Tim Burton,India,English,109541228.0,1720440511.0,2017-01-05,TV-PG,"Al Pacino, Cate Blanchett",Blumhouse Productions
NF9457,Last Night In Soho,Crime,2007,84,5.9,4.9,1024666,David Lynch,India,Korean,155537263.0,449138240.0,2017-05-12,TV-MA,"Adam Driver, Angelina Jolie",Walt Disney Pictures
NF1517,Arrival,Horror,2016,172,8.1,9.3,1081784,Coen Brothers,United States,English,148448994.0,583138787.0,2016-09-08,PG,"Natalie Portman, Julia Roberts",Marvel Studios
NF4194,The Dark Knight,Fantasy,2007,165,4.6,6.2,670380,Ridley Scott,Japan,German,166223816.0,1028579547.0,2021-04-08,G,"Sandra Bullock, Leonardo DiCaprio",Netflix Originals
NF4609,Venom Let There Be Carnage,Fantasy,2012,107,9.3,7.2,1367361,Ridley Scott,India,German,65652703.0,,2024-01-21,R,"Ryan Reynolds, Dwayne Johnson, Margot Robbie",Apple TV+
NF3313,Call Me By Your Name,Documentary,2020,145,6.6,6.2,1378578,Greta Gerwig,United States,Italian,,1322859014.0,2024-02-22,PG-13,"Natalie Portman, Timothée Chalamet, Charlize Theron, Margot Robbie",DC Films
NF8171,Fight Club,Sci-Fi,2015,102,9.3,6.2,604148,,Germany,Hindi,183567345.0,556835841.0,2021-04-03,TV-14,"Sandra Bullock, Ryan Reynolds, Angelina Jolie",Marvel Studios
NF1195,The Suicide Squad,Crime,2021,90,5.1,6.4,1873384,J.J. Abrams,France,Hindi,,,2021-05-18,NR,"Natalie Portman, Will Smith, Chris Evans, Adam Driver",Apple TV+
NF6253,Those Who Wish Me Dead,Animation,2015,151,6.7,4.6,1712413,Jordan Peele,Germany,Spanish,124415771.0,450316499.0,2022-05-27,TV-14,"Oscar Isaac, Al Pacino, Dwayne Johnson, Chris Evans",Columbia Pictures
NF8913,Fear Street Part Two 1978,Adventure,2019,167,6.3,4.6,207153,Jordan Peele,India,Korean,132449493.0,1759399606.0,2022-07-12,TV-14,"Timothée Chalamet, Robert Downey Jr., Pedro Pascal",Universal Pictures
NF5208,Eurovision Song Contest,Romance,1996,192,7.1,6.2,1689245,Denis Villeneuve,United Kingdom,Japanese,28746983.0,538411242.0,2017-12-22,TV-PG,"Margot Robbie, Al Pacino, Natalie Portman, Florence Pugh",Columbia Pictures
NF4755,Whiplash,Animation,1998,182,6.3,4.3,723014,Peter Jackson,France,Japanese,203595673.0,552990459.0,2018-11-21,NR,"Michael B. Jordan, Charlize Theron, Will Smith",Paramount Pictures
NF7868,Summer Of Soul,Action,1990,163,9.3,6.2,538844,Alfred Hitchcock,France,German,44058822.0,261108752.0,2021-10-02,TV-14,"Michael B. Jordan, Viola Davis, Ana de Armas, Robert Downey Jr.",
NF1834,Parallel Mothers,Crime,2012,90,4.0,6.2,850215,Zack Snyder,United States,Italian,29469330.0,194397441.0,2024-09-28,TV-PG,"Tom Hanks, Lupita Nyong'o, Viola Davis, Scarlett Johansson",Warner Bros.
NF8567,Marriage Story,Action,2008,181,6.0,8.3,77020,David Lynch,United Kingdom,Italian,,263173288.0,2020-07-26,TV-PG,"Scarlett Johansson, Pedro Pascal, Denzel Washington, Will Smith",A24
NF1722,Crip Camp,Comedy,2023,171,4.1,7.5,1737030,Quentin Tarantino,United States,Italian,,612615160.0,2018-11-22,TV-PG,"Morgan Freeman, Al Pacino, Charlize Theron",Blumhouse Productions
NF1683,Cruella,Horror,2015,137,6.8,5.6,1024666,Chloé Zhao,United States,English,9966614.0,987968074.0,2024-11-09,TV-PG,"Florence Pugh, Julia Roberts, Natalie Portman, Angelina Jolie",Columbia Pictures
NF4455,Room,Adventure,1997,184,6.8,4.8,1778739,,Italy,English,145602874.0,227070096.0,2016-07-02,G,"Robert Downey Jr., Angelina Jolie, Brad Pitt, Chris Evans",Focus Features
NF1582,Eternals,Adventure,2024,155,9.1,6.2,1184870,Wes Anderson,United States,Korean,,1805573597.0,2015-06-13,PG-13,"Michael B. Jordan, Julia Roberts, Robert De Niro, Dwayne Johnson",A24
NF3744,Inception,Documentary,2024,194,5.8,3.4,1623014,Wong Kar-wai,South Korea,Korean,40365038.0,1394802501.0,2018-05-13,NR,"Angelina Jolie, Florence Pugh, Brad Pitt, Tom Hanks",Pixar Animation Studios
NF6616,A Boy Called Christmas,Animation,2013,137,5.1,6.9,129806,David Lynch,Germany,Japanese,56567046.0,1057879450.0,2021-04-07,PG-13,"Viola Davis, Timothée Chalamet",DreamWorks Animation
NF4297,Goodfellas,Adventure,2019,154,5.8,5.2,1837426,Steven Spielberg,United States,German,57713933.0,1577611798.0,2020-12-13,PG-13,"Lupita Nyong'o, Leonardo DiCaprio",Warner Bros.
NF9196,Holidate,Crime,1995,130,5.7,8.0,1560295,Akira Kurosawa,Germany,Spanish,74198238.0,546217805.0,2024-01-16,PG,"Florence Pugh, Pedro Pascal, Chris Evans",Columbia Pictures
NF2730,The Midnight Sky,Documentary,1999,161,6.9,7.3,1024666,Park Chan-wook,South Korea,French,,1662585375.0,2020-08-15,TV-14,"Ryan Reynolds, Denzel Washington, Will Smith",Walt Disney Pictures
NF8430,Kate,Animation,1993,72,5.8,8.7,1675804,Chloé Zhao,Germany,French,12474155.0,380305698.0,2019-10-26,TV-PG,"Oscar Isaac, Robert Downey Jr., Charlize Theron",Warner Bros.
NF2422,Thunder Force,Action,2014,158,8.3,7.9,391191,J.J. Abrams,Italy,German,100768400.0,756548724.0,2018-04-05,TV-PG,,Blumhouse Productions
NF3436,The Shape Of Water,Sci-Fi,1999,102,9.0,3.3,198868,Christopher Nolan,United Kingdom,Italian,144178488.0,1663098160.0,2023-10-22,TV-PG,"Robert De Niro, Al Pacino, Timothée Chalamet",Lionsgate
NF3696,Vice,Romance,2007,137,7.4,7.4,1248266,David Fincher,Italy,Italian,110475265.0,1228762172.0,2023-12-11,NR,"Adam Driver, Dwayne Johnson",Amazon Studios
NF3734,My Hero Academia World Heroes Mission,Animation,1997,100,4.8,6.2,1368435,Patty Jenkins,Germany,English,,314549281.0,2016-01-27,NC-17,"Sandra Bullock, Ryan Reynolds",Lionsgate
NF2175,Catch Me If You Can,Horror,2007,121,6.9,7.7,1111500,Jordan Peele,Italy,German,75161700.0,869533051.0,2021-01-15,TV-14,"Denzel Washington, Ryan Reynolds, Pedro Pascal",
NF6494,Coming 2 America,Horror,1992,162,9.3,6.2,943598,Taika Waititi,India,German,,1406699256.0,2021-01-23,NC-17,"Oscar Isaac, Scarlett Johansson, Cate Blanchett, Angelina Jolie",Walt Disney Pictures
NF1864,Night At The Museum Secret Of The Tomb,Romance,2003,148,9.0,8.6,1475662,Guillermo del Toro,United Kingdom,Spanish,143389583.0,879880864.0,2017-09-18,NC-17,"Chris Evans, Robert De Niro, Morgan Freeman, Adam Driver",Universal Pictures
NF1276,C'Mon C'Mon,Action,1994,81,6.8,3.7,632078,Sam Raimi,Italy,Japanese,8772953.0,1145713310.0,2018-03-24,NR,"Morgan Freeman, Dwayne Johnson, Lupita Nyong'o",Warner Bros.
NF2065,The Lovebirds,Sci-Fi,1996,189,8.0,5.8,337497,Wes Anderson,Japan,Italian,180404080.0,1656582258.0,2015-05-14,PG,"Adam Driver, Lupita Nyong'o, Pedro Pascal, Charlize Theron",Blumhouse Productions
NF5487,Outside The Wire,Animation,2012,154,9.5,3.3,719998,Tim Burton,Italy,Korean,2737377.0,1472257391.0,2017-08-22,NC-17,"Jodie Foster, Dwayne Johnson, Oscar Isaac, Ryan Reynolds",
NF2276,Zack Snyder'S Justice League,Horror,1996,137,6.4,4.8,1353926,James Cameron,Germany,Japanese,233284266.0,120801087.0,2023-03-03,NR,"Al Pacino, Tom Hanks, Julia Roberts",Netflix Originals
NF7841,Crip Camp,Thriller,2005,197,5.9,6.3,1551141,Kathryn Bigelow,South Korea,Spanish,131581414.0,1909995786.0,2023-11-02,PG,"Denzel Washington, Leonardo DiCaprio, Zendaya, Al Pacino",Amazon Studios
NF9020,A Star Is Born,Sci-Fi,2001,101,4.3,4.9,563005,Coen Brothers,Japan,German,152586763.0,,2016-06-20,NC-17,"Chris Evans, Scarlett Johansson, Margot Robbie",Blumhouse Productions
NF8410,Roma,Crime,2007,125,7.6,5.9,50086,Park Chan-wook,France,Hindi,154868947.0,424893213.0,2017-11-07,PG-13,"Natalie Portman, Meryl Streep, Angelina Jolie",
NF2326,The Suicide Squad,Horror,1990,137,6.1,4.7,1285481,Steven Spielberg,India,Korean,85381536.0,972027664.0,2021-01-08,G,"Leonardo DiCaprio, Will Smith, Margot Robbie",Legendary Pictures
NF1364,The One And Only Ivan,Drama,2001,116,6.6,4.9,33957,Patty Jenkins,Japan,Korean,88946900.0,1735992985.0,2015-07-16,TV-14,"Dwayne Johnson, Jodie Foster",Focus Features
NF2448,A Castle For Christmas,Romance,2007,133,8.9,6.8,791537,David Lynch,Italy,Japanese,12624579.0,1989157547.0,2021-12-21,TV-14,,Legendary Pictures
NF7525,The Wrong Missy,Crime,2014,154,8.3,3.5,725419,Quentin Tarantino,Germany,French,165283193.0,852013297.0,2020-01-21,TV-PG,"Scarlett Johansson, Viola Davis, Michael B. Jordan",New Line Cinema
NF6243,Lady Bird,Drama,2018,121,4.9,8.7,813160,Coen Brothers,India,Hindi,30353030.0,1169655964.0,2017-08-08,G,"Pedro Pascal, Zendaya, Florence Pugh",DreamWorks Animation
NF4613,Crip Camp,Documentary,2019,196,4.6,8.6,1725240,Steven Spielberg,Italy,German,,1613602162.0,2018-05-28,TV-PG,"Viola Davis, Brad Pitt, Adam Driver",Walt Disney Pictures
NF4476,The Social Network,Comedy,2011,82,5.2,8.3,145145,Park Chan-wook,United States,Japanese,128176061.0,1864129910.0,2024-08-05,TV-MA,"Margot Robbie, Robert De Niro",Marvel Studios
NF2626,Forrest Gump,Drama,2023,97,5.2,7.1,153842,Peter Jackson,Italy,Japanese,,808354572.0,2018-10-15,TV-MA,"Lupita Nyong'o, Adam Driver",Focus Features
NF6076,The Hand Of God,Action,2008,133,4.3,6.2,468607,Wes Anderson,India,German,192127889.0,940016875.0,2024-10-21,NC-17,"Michael B. Jordan, Morgan Freeman, Oscar Isaac",Blumhouse Productions
NF3913,Se7En,Romance,2012,192,7.9,9.1,1840303,Paul Thomas Anderson,United Kingdom,Japanese,,,2019-03-10,PG-13,"Ryan Reynolds, Will Smith",Universal Pictures
NF2209,Hell Or High Water,Animation,2007,92,6.2,5.8,1065755,Alfonso Cuaron,Japan,French,190668957.0,1431204321.0,2015-03-19,NC-17,"Ryan Reynolds, Sandra Bullock, Robert Downey Jr., Natalie Portman",DC Films
NF6448,The Favourite,Animation,2024,187,7.0,4.2,1039032,Taika Waititi,Germany,Korean,171548569.0,1677992830.0,2017-05-12,NR,"Robert De Niro, Michael B. Jordan, Leonardo DiCaprio, Sandra Bullock",Amazon Studios
NF6074,Venom Let There Be Carnage,Action,2000,137,9.1,4.6,1741458,David Lynch,United Kingdom,English,156122523.0,1106897130.0,2018-10-17,G,"Florence Pugh, Lupita Nyong'o, Natalie Portman",Amazon Studios
NF1355,Malignant,Thriller,2013,139,7.2,3.2,721390,Guillermo del Toro,France,Italian,231547068.0,717617540.0,2021-02-08,NR,"Robert De Niro, Jodie Foster, Julia Roberts, Chris Evans",Marvel Studios
NF5451,Old,Thriller,2013,185,5.0,4.3,853508,Taika Waititi,Italy,English,107803241.0,584808491.0,2018-10-21,NC-17,,Columbia Pictures
NF8563,Da 5 Bloods,Sci-Fi,2019,185,6.1,8.9,800074,Denis Villeneuve,United States,Spanish,49867862.0,35295890.0,2021-05-08,R,"Oscar Isaac, Timothée Chalamet",Pixar Animation Studios
NF2522,The Unforgivable,Drama,2020,119,6.6,6.2,474817,Alfred Hitchcock,France,Hindi,174000391.0,1827574163.0,2019-02-23,R,"Zendaya, Chris Evans",Amazon Studios
NF1197,No Time To Die,Comedy,2016,163,6.6,3.5,29026,Stanley Kubrick,United States,Hindi,108485521.0,,2023-09-20,PG,"Brad Pitt, Will Smith, Morgan Freeman",Marvel Studios
NF1375,Parasite,Sci-Fi,2014,188,7.0,9.7,1059038,Billy Wilder,Germany,Hindi,46098107.0,1085238105.0,2015-12-16,G,"Sandra Bullock, Leonardo DiCaprio, Charlize Theron",
NF8580,Tenet,Fantasy,2005,122,5.9,8.5,821408,Jane Campion,Italy,Korean,19840841.0,808760776.0,2023-07-01,NC-17,"Ana de Armas, Margot Robbie, Zendaya",Universal Pictures
NF3227,The Green Mile,Romance,1990,163,7.8,7.1,1272814,Wong Kar-wai,France,Italian,93978840.0,477973146.0,2023-12-21,PG,"Morgan Freeman, Brad Pitt",Walt Disney Pictures
NF8091,Army Of Thieves,Documentary,2001,137,7.3,9.0,1277252,Akira Kurosawa,South Korea,Hindi,37592413.0,1503369221.0,2023-05-27,TV-MA,"Will Smith, Sandra Bullock, Ryan Reynolds, Viola Davis",Columbia Pictures
NF1376,Alex Rider,Sci-Fi,2016,77,5.2,9.8,1272507,Wong Kar-wai,South Korea,German,151133438.0,1795334588.0,2019-01-12,PG,,Columbia Pictures
NF7644,Boys State,Adventure,2009,86,8.3,4.9,1983523,Akira Kurosawa,United Kingdom,Hindi,30178287.0,,2015-02-26,PG,"Will Smith, Tom Hanks",DC Films
NF9161,No Country For Old Men,Horror,2005,75,8.4,8.4,1024666,Zack Snyder,Japan,French,35731164.0,1917531380.0,2018-06-23,NC-17,"Lupita Nyong'o, Julia Roberts, Meryl Streep, Natalie Portman",Blumhouse Productions
NF4529,Onward,Animation,2007,95,7.0,3.6,149330,Paul Thomas Anderson,Germany,English,244429907.0,222857389.0,2021-01-10,PG,"Denzel Washington, Dwayne Johnson",20th Century Studios
NF8245,6 Underground,Comedy,2003,95,4.2,5.2,68749,David Lynch,United Kingdom,German,75703989.0,668353182.0,2020-09-18,PG,"Cate Blanchett, Dwayne Johnson, Pedro Pascal",Walt Disney Pictures
NF7542,Avengers Endgame,Documentary,2009,190,4.4,4.9,1459207,James Cameron,Italy,Hindi,25409466.0,,2024-08-17,TV-MA,"Cate Blanchett, Al Pacino",Warner Bros.
NF2437,Home Sweet Home Alone,Action,1997,72,7.3,3.4,1340378,Martin Scorsese,France,English,185333800.0,988088587.0,2020-10-15,TV-MA,"Robert De Niro, Julia Roberts",Universal Pictures
NF8833,The Favourite,Action,2004,160,7.6,6.2,770207,Zack Snyder,United Kingdom,Spanish,86063394.0,1518604784.0,2022-02-12,TV-PG,,Pixar Animation Studios
NF2447,The Mitchells Vs The Machines,Horror,2004,166,4.5,7.9,1941467,Darren Aronofsky,South Korea,Hindi,,1232343913.0,2018-02-07,TV-14,"Timothée Chalamet, Charlize Theron",20th Century Studios
NF6966,Tick Tick Boom,Horror,2021,137,6.0,8.6,977871,Christopher Nolan,France,Spanish,121850063.0,1321539162.0,2024-05-01,NC-17,"Chris Evans, Cate Blanchett, Tom Hanks, Will Smith",Apple TV+
NF5221,Rebecca,Sci-Fi,2010,137,7.9,4.0,1829641,Paul Thomas Anderson,France,Spanish,69557681.0,217917710.0,2017-02-06,NR,"Cate Blanchett, Angelina Jolie, Charlize Theron, Ryan Reynolds",A24
NF1227,In The Heights,Horror,2007,196,6.8,8.9,1853013,Martin Scorsese,United Kingdom,German,11059623.0,1471665080.0,2015-01-10,R,"Zendaya, Ana de Armas",Apple TV+
NF5880,Minari,Horror,2005,95,7.0,7.6,379420,Quentin Tarantino,Japan,Italian,174703498.0,,2021-10-26,PG-13,"Brad Pitt, Timothée Chalamet, Zendaya",Apple TV+
NF4470,My Hero Academia World Heroes Mission,Action,2008,137,9.1,4.1,532352,Tim Burton,South Korea,German,79166962.0,1562656148.0,2021-03-01,TV-14,"Pedro Pascal, Adam Driver, Will Smith, Denzel Washington",Paramount Pictures
NF4308,Interstellar,Adventure,2007,142,5.3,5.4,1861805,Darren Aronofsky,France,French,178623541.0,801136707.0,2022-12-28,TV-14,"Denzel Washington, Viola Davis, Leonardo DiCaprio, Dwayne Johnson",New Line Cinema
NF3544,I Care A Lot,Crime,1990,143,4.7,8.5,1736804,Francis Ford Coppola,India,Spanish,72981965.0,523730451.0,2017-06-26,G,"Charlize Theron, Al Pacino, Tom Hanks",Amazon Studios
NF1550,Murder Mystery,Romance,2019,188,7.0,6.6,1263814,James Cameron,India,Korean,195177048.0,1250745906.0,2016-12-23,NC-17,"Timothée Chalamet, Ryan Reynolds, Dwayne Johnson",A24
NF6685,Roma,Fantasy,2001,100,9.3,5.9,1455417,Jane Campion,France,Korean,28325027.0,,2019-12-04,NR,"Michael B. Jordan, Denzel Washington, Leonardo DiCaprio",
NF5317,Judas And The Black Messiah,Drama,2023,191,8.4,5.4,751102,Chloé Zhao,United Kingdom,German,224710195.0,1068393915.0,2023-12-03,G,"Adam Driver, Tom Hanks, Sandra Bullock",New Line Cinema
NF6940,Promising Young Woman,Action,2005,98,6.3,3.1,1024666,Billy Wilder,United Kingdom,German,228457390.0,357400684.0,2017-07-02,R,"Michael B. Jordan, Margot Robbie",Marvel Studios
NF7893,A Castle For Christmas,Sci-Fi,2019,92,6.9,5.6,520614,Denis Villeneuve,United Kingdom,English,213181023.0,417680313.0,2017-04-04,R,"Morgan Freeman, Florence Pugh, Timothée Chalamet",Universal Pictures
NF1942,The Silence Of The Lambs,Fantasy,2017,117,6.5,8.0,1622876,Taika Waititi,Italy,German,,1307496100.0,2015-06-21,NC-17,"Scarlett Johansson, Will Smith, Meryl Streep",Lionsgate
NF7060,A Quiet Place Part Ii,Sci-Fi,2007,72,4.6,6.4,1544279,Sam Raimi,United States,French,232453797.0,651263152.0,2015-06-24,G,"Pedro Pascal, Tom Hanks, Cate Blanchett",Apple TV+
NF1699,Parallel Mothers,Action,1990,127,9.0,3.7,995736,Chloé Zhao,France,French,88649309.0,,2022-02-19,TV-MA,"Ryan Reynolds, Dwayne Johnson, Viola Davis",
NF9547,Those Who Wish Me Dead,Action,2019,180,6.8,7.3,1230523,Tim Burton,United States,Italian,28907817.0,1605775843.0,2018-12-27,TV-PG,"Al Pacino, Ana de Armas, Angelina Jolie, Charlize Theron",Universal Pictures
NF2873,The Umbrella Academy,Action,2023,112,6.7,4.4,409992,Jordan Peele,Germany,Spanish,9235308.0,505586867.0,2021-05-15,NC-17,"Zendaya, Margot Robbie, Florence Pugh",Apple TV+
NF5602,Thunder Force,Crime,2018,125,9.4,8.8,340253,Jane Campion,South Korea,Hindi,32005466.0,,2015-08-19,NC-17,"Lupita Nyong'o, Ryan Reynolds, Viola Davis",Legendary Pictures
NF2225,Tom And Jerry,Adventure,2010,120,6.7,5.9,359006,Sam Raimi,Japan,German,173282939.0,1236532474.0,2015-08-10,TV-14,"Meryl Streep, Charlize Theron",Paramount Pictures
NF7992,Gladiator,Horror,2001,70,6.8,8.7,288933,Taika Waititi,United Kingdom,Spanish,115895560.0,449655549.0,2021-06-03,TV-MA,,Blumhouse Productions
NF7799,The Shawshank Redemption,Romance,2010,198,9.0,6.1,514148,Greta Gerwig,Germany,Hindi,200854823.0,1365066750.0,2017-09-28,R,"Julia Roberts, Ana de Armas",DC Films
NF7945,Malignant,Horror,2022,144,6.8,4.5,1050168,Steven Spielberg,India,Japanese,83048399.0,188390100.0,2023-07-18,NC-17,,New Line Cinema
NF5536,The Harder They Fall,Documentary,2004,158,9.3,8.4,640400,Greta Gerwig,Germany,French,137900236.0,1272384139.0,2017-07-13,G,"Margot Robbie, Scarlett Johansson",Universal Pictures
NF3374,To All The Boys Always And Forever,Drama,2005,90,9.0,3.7,986423,Park Chan-wook,France,Spanish,1919081.0,1879304408.0,2019-10-26,R,"Chris Evans, Denzel Washington, Florence Pugh",Marvel Studios
NF6157,Lady Bird,Crime,2017,137,8.7,6.2,1349677,Coen Brothers,France,German,127087879.0,1475397680.0,2017-12-04,TV-PG,"Will Smith, Michael B. Jordan, Scarlett Johansson, Lupita Nyong'o",Universal Pictures
